date,predicted_index,real_price,regime_probability,steel_etf,iron_ore,thermal_coal_futures,bdry_freight,al_price,india_steel,vix,usd_inr,silica_quartz_index,cny_inr,hydrology_rainfall_index,zce_fesi_futures,carbon_emissions_futures,electricity_power_index,fx_effect
2029-01-12,238.12917,98.7848,0.2811,161.5974,123.2351,158.2802,44.7678,7790.2907,951.6129,3.3526,99.4911,148.27,13.786,100.0,5628.0,74.71,258.4456,7.2168
2029-01-19,236.31184,98.0309,0.2679,165.6293,128.7371,154.9053,42.0666,7557.4207,873.9731,4.6662,98.6956,148.27,13.786,100.0,5628.0,74.71,253.5747,7.1591
2029-01-26,236.97035,98.3041,0.2859,167.9787,133.0859,162.981,40.2867,7520.9827,884.7397,4.4832,99.8582,148.27,13.786,100.0,5628.0,74.71,265.2303,7.2435
2029-02-02,236.83779,98.2491,0.2814,173.1529,139.6005,164.7329,36.5918,7609.0698,860.1511,4.1178,100.2861,148.27,13.786,100.0,5628.0,74.71,267.7589,7.2745
2029-02-09,237.1329,98.3715,0.2967,175.6201,149.6211,167.0921,44.3854,7735.3818,797.0344,4.6481,100.5654,148.27,13.786,100.0,5628.0,74.71,271.1639,7.2947
2029-02-16,234.80025,97.4038,0.3042,174.5165,142.3451,165.0423,41.672,7606.0984,817.6109,6.0798,100.8554,148.27,13.786,100.0,5628.0,74.71,268.2053,7.3158
2029-02-23,235.32083,97.6198,0.2849,184.3356,138.8545,163.7413,41.7186,7434.6638,840.8887,5.9626,101.1645,148.27,13.786,100.0,5628.0,74.71,266.3276,7.3382
2029-03-02,236.4785,98.1,0.3177,190.5304,136.7627,181.3232,40.5008,7483.5413,875.5383,4.7465,99.876,148.27,13.786,100.0,5628.0,74.71,291.7035,7.2447
2029-03-09,241.8683,100.3359,0.3284,185.7874,151.779,175.3805,41.0603,7826.835,954.9782,6.6121,100.7593,148.27,13.786,100.0,5628.0,74.71,283.1265,7.3088
2029-03-16,237.51637,98.5306,0.365,192.5227,148.4107,167.1074,41.0511,7788.3553,936.4325,7.3954,101.4632,148.27,13.786,100.0,5628.0,74.71,271.186,7.3599
2029-03-23,236.07201,97.9314,0.4107,182.7345,147.2454,160.1808,35.7425,7769.7994,931.5179,9.4331,101.9308,148.27,13.786,100.0,5628.0,74.71,261.1888,7.3938
2029-03-30,236.74974,98.2125,0.3645,193.2306,150.7778,158.0526,33.2871,7686.3125,976.4792,12.772,103.0832,148.27,13.786,100.0,5628.0,74.71,258.1172,7.4774
2029-04-06,239.8606,99.503,0.2684,194.4832,140.3018,161.0983,32.9253,7583.004,911.3516,13.8715,102.6845,148.27,13.786,100.0,5628.0,74.71,262.513,7.4485
2029-04-13,236.7268,98.203,0.3011,194.2424,150.8021,177.7054,31.8279,7451.5207,930.0409,11.814,102.9108,148.27,13.786,100.0,5628.0,74.71,286.482,7.4649
2029-04-20,236.72723,98.2032,0.2869,193.3585,149.5569,168.7259,29.9344,7402.7349,944.9558,13.6833,102.311,148.27,13.786,100.0,5628.0,74.71,273.5219,7.4214
